@relation cleanCSV

@attribute Project string
@attribute Version string
@attribute Class string
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute avg(cc) numeric
@attribute bugs numeric

@data
ant,1.3,org.apache.tools.ant.taskdefs.XSLTProcess,13,4,0,7,55,30,1,7,10,0.802083,590,1,1,0.866667,0.5,2,2,43.76923,0.923077,0
ant,1.3,org.apache.tools.ant.taskdefs.XSLTLiaison,3,1,0,1,3,3,1,0,3,2,3,0,0,0,1,0,0,0,1,0
ant,1.3,org.apache.tools.mail.MailPrintStream,5,4,0,1,9,10,1,0,3,0.75,81,0,0,0.924528,0.44,2,2,15,2,0
ant,1.3,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,3,1,0,8,16,3,1,7,1,2,125,0,0,0,0.444444,0,0,40.666668,0.666667,0
ant,1.3,org.apache.tools.ant.ProjectHelper$AbstractHandler,5,2,5,6,16,0,5,1,4,0.5,76,1,1,0.777778,0.342857,0,0,13.8,0.8,0
ant,1.3,org.apache.tools.ant.IntrospectionHelper$7,2,1,0,3,5,0,1,3,1,0.5,28,1,1,0,0.583333,0,0,12,0.5,0
ant,1.3,org.apache.tools.ant.Target,19,1,0,18,47,97,16,5,16,0.833333,273,1,1,0,0.305263,0,0,13,1.421053,1
ant,1.3,org.apache.tools.ant.taskdefs.FixCRLF,8,4,0,7,34,6,0,7,8,0.761905,626,1,0,0.917647,0.4375,2,2,76.5,1.625,3
ant,1.3,org.apache.tools.ant.taskdefs.Tar,8,4,0,12,65,2,0,12,6,0.916667,583,0.166667,0,0.917647,0.333333,3,3,70.375,1.25,0
ant,1.3,org.apache.tools.ant.IntrospectionHelper$2,2,1,0,2,5,0,1,2,1,0.333333,36,1,1,0,0.6,0,0,15.5,0.5,0
ant,1.3,org.apache.tools.ant.taskdefs.Zip,22,4,1,15,104,185,2,13,8,0.839286,1180,1,0,0.795918,0.180272,3,3,52.272728,1.045454,3
ant,1.3,org.apache.tools.ant.taskdefs.ExecuteWatchdog,8,1,0,6,25,0,5,1,7,0.6,169,1,0,0,0.416667,0,0,19.5,1.875,0
ant,1.3,org.apache.tools.ant.taskdefs.ExecuteOn$FileDirBoth,2,2,0,2,3,1,1,1,2,2,20,0,0,0.888889,1,1,1,9,0.5,0
ant,1.3,org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,10,1,4,17,81,5,4,13,4,0.783626,743,1,7,0,0.259259,0,0,71.4,4.2,1
ant,1.3,org.apache.tools.ant.taskdefs.MatchingTask,12,3,11,18,37,0,12,6,11,0.454545,164,1,1,0.770833,0.416667,0,0,12.5,1.583333,0
ant,1.3,org.apache.tools.ant.taskdefs.Transform,9,5,0,12,36,0,0,12,4,0.525,375,1,3,0.930435,0.4,2,4,40.11111,2.444444,0
ant,1.3,org.apache.tools.ant.taskdefs.LogStreamHandler,1,2,0,9,3,0,6,3,1,2,14,0,0,1,1,0,0,13,0,0
ant,1.3,org.apache.tools.ant.types.Environment,3,1,1,5,9,0,3,2,3,0,47,1,0,0,0.666667,0,0,14.333333,0.666667,0
ant,1.4,org.apache.tools.ant.Location,5,1,0,58,10,8,58,0,3,0.3125,69,0.75,1,0,0.583333,0,0,12,0.6,0
ant,1.4,org.apache.tools.ant.UnknownElement,8,3,0,12,38,4,3,10,6,0.52381,243,1,1,0.840909,0.35,1,4,29,1.375,0
ant,1.4,org.apache.tools.ant.taskdefs.Manifest,9,1,0,5,53,0,1,4,9,0.819444,396,0.333333,1,0,0.238095,0,0,42,1.777778,0
ant,1.4,org.apache.tools.ant.XmlLogger$1,0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
ant,1.4,org.apache.tools.ant.taskdefs.Mkdir,3,3,0,3,14,1,0,3,3,0.5,84,1,0,0.948718,0.666667,1,1,26.666666,0.666667,0
ant,1.4,org.apache.tools.ant.taskdefs.Filter,6,3,0,6,16,5,0,6,5,0.733333,95,1,0,0.880952,0.5,0,0,14.333333,0.833333,0
ant,1.4,org.apache.tools.ant.taskdefs.JikesOutputParser,12,1,0,3,21,44,1,2,5,0.805195,147,1,1,0,0.261905,0,0,10.666667,1.25,0
ant,1.4,org.apache.tools.ant.taskdefs.PumpStreamHandler,13,1,1,8,20,46,6,2,8,0.666667,111,1,0,0,0.615385,0,0,7.230769,0.769231,0
ant,1.4,org.apache.tools.ant.taskdefs.Replace$NestedString,3,1,0,2,7,0,2,1,3,0.5,26,1,1,0,0.555556,0,0,7,0.666667,0
ant,1.4,org.apache.tools.ant.util.regexp.RegexpMatcher,4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.875,0,0,0,1,0
ant,1.4,org.apache.tools.ant.Target,21,1,0,24,48,116,20,7,18,0.814286,322,1,1,0,0.253968,0,0,14,1.47619,0
ant,1.4,org.apache.tools.ant.types.CommandlineJava,26,1,0,9,62,119,1,8,24,0.68,437,1,4,0,0.317308,0,0,15.538462,1.692308,1
ant,1.4,org.apache.tools.ant.taskdefs.Manifest$Section,12,1,0,4,45,4,1,3,12,0.484849,354,1,0,0,0.25,0,0,28.25,1.333333,0
ant,1.4,org.apache.tools.ant.taskdefs.Replace$Replacefilter,9,1,0,3,22,4,1,3,9,0.6875,153,1,1,0,0.481482,0,0,15.555555,1.222222,0
ant,1.4,org.apache.tools.ant.IntrospectionHelper$NestedStorer,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,0
ant,1.4,org.apache.tools.ant.ProjectHelper$AbstractHandler,5,2,5,6,16,0,5,1,4,0.5,76,1,1,0.777778,0.342857,0,0,13.8,0.8,0
ant,1.4,org.apache.tools.ant.DefaultLogger,14,1,1,9,34,47,4,5,12,0.824176,279,1,0,0,0.307692,0,0,18.428572,1.857143,1
ant,1.4,org.apache.tools.ant.taskdefs.Java,26,3,0,19,87,105,0,19,21,0.773333,514,1,1,0.596774,0.176923,1,3,18.538462,1.038462,0
ant,1.4,org.apache.tools.ant.taskdefs.Property,26,3,0,12,74,265,2,10,20,0.885,643,1,2,0.596774,0.230769,0,0,23.423077,1.461538,1
ant,1.4,org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,17,1,3,15,66,90,4,12,6,0.791667,630,1,2,0,0.197917,0,0,35.882355,2.411765,0
ant,1.4,org.apache.tools.ant.IntrospectionHelper$16,2,1,0,4,5,0,1,4,1,0.5,29,1,1,0,0.583333,0,0,12.5,0.5,0
ant,1.4,org.apache.tools.ant.IntrospectionHelper$12,2,1,0,3,5,0,1,3,1,0.5,28,1,1,0,0.583333,0,0,12,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,2,1,0,4,2,1,3,2,2,2,2,0,0,0,0.75,0,0,0,1,0
ant,1.4,org.apache.tools.ant.types.Commandline$Argument,6,1,0,17,10,0,16,2,6,0.6,51,1,1,0,0.366667,0,0,7.166666,0.833333,0
ant,1.4,org.apache.tools.ant.Main,18,1,0,8,91,123,0,8,3,0.806723,1400,0.857143,0,0,0.141176,0,0,76,2.111111,0
ant,1.4,org.apache.tools.ant.taskdefs.Execute$CommandLauncherProxy,2,2,3,6,4,0,3,3,1,0,17,1,1,0.666667,0.625,1,1,7,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.Typedef,2,6,0,3,4,1,0,3,1,2,11,0,0,0.987179,0.666667,0,0,4.5,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.Transform,1,5,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0
ant,1.4,org.apache.tools.ant.taskdefs.Tstamp$CustomFormat,7,1,0,5,28,1,1,5,7,0.791667,254,1,1,0,0.326531,0,0,34.142857,2.857143,0
ant,1.4,org.apache.tools.ant.taskdefs.compilers.Kjc,4,2,0,10,25,6,1,9,2,1,183,0,0,0.884615,0.5,0,0,44.5,2.75,0
ant,1.4,org.apache.tools.ant.types.CommandlineJava$SysProperties,6,2,0,6,25,9,3,3,6,0.6,123,0,0,0.375,1,1,2,19.333334,0.833333,0
ant,1.4,org.apache.tools.ant.taskdefs.Touch,8,3,0,11,39,0,3,8,6,0.657143,294,1,1,0.840909,0.325,0,0,35.125,0.875,0
ant,1.4,org.apache.tools.ant.taskdefs.condition.Os,3,1,0,3,14,1,1,2,3,0.5,97,1,0,0,0.666667,0,0,31,0.666667,1
ant,1.4,org.apache.tools.ant.taskdefs.Definer,14,3,2,11,41,67,3,8,11,0.846154,366,1,1,0.74,0.223214,1,1,24.714285,1.285714,0
ant,1.4,org.apache.tools.ant.ExitException,2,5,0,1,7,0,1,0,2,0,20,1,0,0.928571,0.75,0,0,8.5,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.Available,18,3,0,10,49,115,1,9,14,0.836601,397,1,3,0.685185,0.333333,0,0,20.555555,1.833333,0
ant,1.4,org.apache.tools.ant.taskdefs.Jikes,2,1,0,5,29,0,0,5,0,0,176,1,2,0,0.6,0,0,85.5,5,0
ant,1.4,org.apache.tools.ant.taskdefs.PathConvert$MapEntry,4,1,0,2,14,0,1,2,4,0.444444,88,1,1,0,0.666667,0,0,20.25,2.25,0
ant,1.4,org.apache.tools.ant.taskdefs.Tstamp,3,3,0,6,17,0,1,6,3,0,91,1,0,0.948718,1,0,0,29,0.666667,0
ant,1.4,org.apache.tools.tar.TarBuffer,21,1,0,2,35,38,2,0,17,0.631818,617,0.818182,0,0,0.293651,0,0,27.857143,0.857143,0
ant,1.4,org.apache.tools.ant.taskdefs.Delete,19,4,0,10,52,27,0,10,17,0.777778,699,1,0,0.8125,0.298246,3,4,35.36842,2.31579,0
ant,1.4,org.apache.tools.ant.types.ZipScanner,6,2,0,3,11,13,2,1,6,0.8,68,1,0,0.924242,0.444444,1,5,10.166667,1.5,0
ant,1.4,org.apache.tools.ant.taskdefs.FixCRLF$OneLiner,8,1,0,3,31,4,2,3,7,0.690476,254,1,1,0,0.34375,0,0,30,1,0
ant,1.4,org.apache.tools.ant.taskdefs.ExecuteOn,15,4,2,18,55,37,2,16,9,0.728571,730,1,4,0.846154,0.193333,3,7,47,2.466667,1
ant,1.4,org.apache.tools.ant.taskdefs.StreamPumper,2,1,0,1,6,0,1,0,2,1,39,1,0,0,0.666667,0,0,16.5,1,0
ant,1.4,org.apache.tools.ant.types.FilterSet,18,3,0,10,59,103,6,5,14,0.77451,466,0.5,0,0.652174,0.3,0,0,24.555555,1.833333,0
ant,1.4,org.apache.tools.ant.types.FileList,8,3,0,5,29,0,1,4,6,0.428571,177,1,0,0.833333,0.3125,1,1,20.875,2,0
ant,1.4,org.apache.tools.ant.util.DOMElementWriter,5,1,0,1,36,4,1,0,4,0.583333,375,1,0,0,0.5,0,0,73.4,3.6,0
ant,1.4,org.apache.tools.ant.taskdefs.Copy,20,3,1,16,74,92,1,15,14,0.824561,720,1,2,0.660714,0.225,2,2,34.25,1.95,2
ant,1.4,org.apache.tools.ant.taskdefs.SignJar,18,3,0,8,55,119,0,8,15,0.882353,474,1,0,0.685185,0.472222,0,0,24.61111,2,0
ant,1.4,org.apache.tools.ant.taskdefs.FixCRLF$CrLf,2,2,0,2,3,1,1,1,2,2,24,0,0,0.888889,1,1,1,11,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.FixCRLF$OneLiner$BufferLine,19,1,0,3,26,91,2,2,19,0.814815,135,1,1,0,0.368421,0,0,5.789473,0.947368,0
ant,1.4,org.apache.tools.ant.taskdefs.Parallel,3,3,0,5,22,0,1,5,3,0,149,1,0,0.948718,0.666667,0,0,48.333332,0.666667,0
ant,1.4,org.apache.tools.tar.TarConstants,0,1,0,1,0,0,1,0,0,2,24,0,0,0,0,0,0,0,0,0
ant,1.4,org.apache.tools.ant.taskdefs.ManifestException,1,3,0,4,2,0,4,0,1,2,5,0,0,1,1,0,0,4,0,0
ant,1.4,org.apache.tools.ant.taskdefs.Execute$Java11CommandLauncher,3,2,0,5,12,3,1,4,1,2,48,0,0,0.666667,0.5,1,1,15,0.333333,0
ant,1.4,org.apache.tools.ant.taskdefs.Get,8,3,0,7,46,10,0,7,7,0.771429,394,1,0,0.840909,0.375,1,1,47.625,1,0
ant,1.4,org.apache.tools.ant.taskdefs.SendEmail,8,3,0,5,41,10,0,5,8,0.809524,236,1,0,0.840909,0.875,1,1,27.75,2.625,1
ant,1.4,org.apache.tools.ant.taskdefs.Execute$1,0,1,0,5,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0
ant,1.4,org.apache.tools.ant.taskdefs.compilers.Gcj,3,2,0,9,22,3,1,8,2,2,128,0,0,0.92,1,1,1,41.666668,3.333333,0
ant,1.4,org.apache.tools.ant.taskdefs.ExecuteWatchdog,8,1,0,6,25,0,5,1,7,0.6,169,1,0,0,0.416667,0,0,19.5,1.875,0
ant,1.4,org.apache.tools.ant.BuildEvent,11,2,0,12,15,13,9,4,11,0.75,97,1,3,0.2,0.220779,0,0,7.272728,0.727273,0
ant,1.4,org.apache.tools.ant.taskdefs.RecorderEntry,17,1,0,5,39,74,1,4,13,0.65625,359,1,0,0,0.242188,0,0,19.764706,1.588235,0
ant,1.4,org.apache.tools.ant.util.MergingMapper,4,1,0,4,5,0,3,1,4,0.333333,24,1,0,0,0.875,0,0,4.75,0.75,0
ant,1.4,org.apache.tools.ant.IntrospectionHelper,23,1,0,31,82,201,22,27,17,0.893939,1093,0.444444,0,0,0.318182,0,0,45.739132,2.304348,0
ant,1.4,org.apache.tools.ant.TaskAdapter,5,3,0,7,19,4,4,4,4,0.75,151,0,0,0.902439,0.4,1,1,28.8,0.8,0
ant,1.4,org.apache.tools.ant.ProjectHelper$TaskHandler,5,3,0,14,33,0,3,12,4,0.3,196,1,5,0.818182,0.333333,1,1,37.2,1.2,0
ant,1.4,org.apache.tools.ant.IntrospectionHelper$18,2,1,0,6,7,0,1,6,1,0.333333,53,1,1,0,0.571429,0,0,24,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.Tar$TarFileSet,9,5,0,4,16,0,1,3,9,0.65625,110,1,0,0.928571,0.388889,0,0,10.777778,0.888889,0
ant,1.4,org.apache.tools.zip.AsiExtraField,20,1,0,4,42,130,0,4,18,0.736842,376,1,1,0,0.284211,0,0,17.45,1.15,0
ant,1.4,org.apache.tools.ant.ProjectHelper$RootHandler,5,2,0,4,29,0,1,4,3,0,179,1,1,0.823529,0.4,0,0,34.6,1.4,0
ant,1.4,org.apache.tools.ant.taskdefs.Javadoc$DocletInfo,9,1,0,6,19,18,1,6,9,0.71875,82,1,2,0,0.288889,0,0,7.666666,1.111111,0
ant,1.4,org.apache.tools.zip.UnixStat,0,1,0,1,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0
ant,1.4,org.apache.tools.zip.ExtraFieldUtils,8,1,0,4,39,22,1,3,6,0.785714,377,0.5,0,0,0.166667,0,0,45.875,1.25,0
ant,1.4,org.apache.tools.ant.AntClassLoader,39,2,0,15,103,609,10,6,24,0.886364,1377,0.636364,1,0.5,0.184211,1,5,33.74359,1.846154,0
ant,1.4,org.apache.tools.ant.taskdefs.Patch,9,3,0,9,29,0,0,9,9,0.583333,168,1,1,0.822222,0.444444,0,0,17.333334,1.444444,0
ant,1.4,org.apache.tools.ant.IntrospectionHelper$5,2,1,0,3,4,0,1,3,1,0.5,25,1,1,0,0.583333,0,0,10.5,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.War,9,6,0,8,33,28,0,8,6,0.8125,163,1,0,0.950617,0.4,4,9,16.88889,1,0
ant,1.4,org.apache.tools.ant.IntrospectionHelper$9,2,1,0,3,5,0,1,3,1,0.5,28,1,1,0,0.583333,0,0,12,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.SQLExec,26,3,0,15,108,233,1,15,22,0.902609,1156,1,2,0.596774,0.160256,3,3,42.576923,1.269231,1
ant,1.4,org.apache.tools.ant.taskdefs.Sequential,3,3,0,3,10,0,0,3,3,0,32,1,0,0.948718,0.666667,0,0,9.333333,0.666667,0
ant,1.4,org.apache.tools.zip.UnrecognizedExtraField,10,1,0,3,13,31,1,2,10,0.703704,76,1,1,0,0.375,0,0,6.3,1.1,0
ant,1.4,org.apache.tools.ant.XmlLogger$TimedElement,2,1,0,2,3,1,1,1,0,2,10,0,0,0,0.75,0,0,3,0,0
ant,1.4,org.apache.tools.ant.types.FilterSetCollection,5,1,0,5,13,0,4,1,5,0,69,1,0,0,0.533333,0,0,12.6,1.2,0
ant,1.4,org.apache.tools.ant.IntrospectionHelper$11,2,1,0,3,5,0,1,3,1,0.5,28,1,1,0,0.583333,0,0,12,0.5,0
ant,1.4,org.apache.tools.ant.types.FileSet,18,3,2,31,62,0,23,8,16,0.617647,396,1,1,0.652174,0.215278,1,1,20.777779,1.888889,0
ant,1.4,org.apache.tools.ant.taskdefs.XSLTProcess,21,4,0,13,73,128,1,13,14,0.85,737,1,3,0.795918,0.301587,3,3,33.47619,1.095238,0
ant,1.4,org.apache.tools.ant.taskdefs.ExecuteOn$FileDirBoth,2,2,0,2,3,1,1,1,2,2,20,0,0,0.888889,1,1,1,9,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.XSLTProcess$Param,5,1,0,2,7,0,1,2,5,0.666667,50,1,1,0,0.533333,0,0,8.4,0.8,0
ant,1.4,org.apache.tools.ant.NoBannerLogger,4,2,0,3,16,0,0,3,4,0.333333,59,1,0,0.842105,0.875,1,1,13.5,1.75,0
ant,1.4,org.apache.tools.ant.taskdefs.TaskOutputStream,3,2,0,1,9,0,0,1,1,0,58,1,1,0.714286,0.666667,1,1,17.333334,0.666667,0
ant,1.4,org.apache.tools.ant.types.Mapper,11,3,0,11,38,11,3,8,10,0.683333,287,1,3,0.75,0.287879,1,1,24.545454,1.909091,0
ant,1.4,org.apache.tools.ant.taskdefs.ExecTask,23,3,1,18,69,163,4,14,14,0.846154,514,1,2,0.637931,0.198864,0,0,20.782608,1.043478,3
ant,1.4,org.apache.tools.ant.XmlLogger,11,1,0,11,61,0,0,11,8,0.913333,517,1,1,0,0.8,0,0,44.636364,2.727273,0
ant,1.4,org.apache.tools.ant.taskdefs.Cvs,15,3,0,15,54,59,0,15,15,0.880952,398,1,1,0.72549,0.373333,0,0,24.733334,1.333333,1
ant,1.4,org.apache.tools.ant.taskdefs.Parallel$TaskThread,3,2,0,2,5,0,1,2,2,0.75,31,1,2,0.959184,0.5,0,0,8,0.666667,0
ant,1.4,org.apache.tools.ant.taskdefs.XSLTLiaison,3,1,0,2,3,3,2,0,3,1.5,4,0,0,0,0.666667,0,0,0,1,0
ant,1.4,org.apache.tools.ant.ProjectHelper$1,0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
ant,1.4,org.apache.tools.ant.taskdefs.UpToDate,10,4,0,14,35,11,1,13,8,0.711111,216,1,1,0.896552,0.32,1,1,20.1,2.1,1
ant,1.4,org.apache.tools.ant.taskdefs.Deltree,4,3,0,3,17,4,0,3,3,0.666667,152,1,0,0.925,0.75,1,1,36.75,0.75,0
ant,1.4,org.apache.tools.ant.taskdefs.Recorder$ActionChoices,3,2,0,2,4,1,1,1,2,0.5,21,1,0,0.888889,1,1,1,5.666666,0.333333,0
ant,1.4,org.apache.tools.ant.taskdefs.Javadoc$Html,3,1,0,2,7,0,2,0,3,0,22,1,0,0,0.666667,0,0,6,0.666667,0
ant,1.4,org.apache.tools.ant.taskdefs.ExecuteStreamHandler,5,1,0,10,5,10,10,0,5,2,5,0,0,0,0.533333,0,0,0,1,0
ant,1.4,org.apache.tools.ant.taskdefs.condition.Condition,1,1,0,9,1,0,8,1,1,2,1,0,0,0,1,0,0,0,1,1
ant,1.4,org.apache.tools.tar.TarUtils,8,1,0,1,14,28,1,0,8,2,274,0,0,0,0.45,0,0,33.25,2.875,0
ant,1.4,org.apache.tools.ant.ProjectHelper$ProjectHandler,7,3,0,9,37,0,1,8,3,0,280,1,1,0.75,0.6,1,1,38.857143,0.857143,0
ant,1.4,org.apache.tools.ant.listener.Log4jListener,9,1,0,7,34,0,0,7,8,0.75,298,0.25,0,0,0.592593,0,0,31.666666,2.777778,1
ant,1.4,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,3,1,0,12,20,3,1,11,1,2,165,0,0,0,0.444444,0,0,54,0.666667,1
ant,1.4,org.apache.tools.ant.Constants,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ant,1.4,org.apache.tools.ant.Launcher,7,1,0,2,52,19,0,2,2,0.944444,412,0,0,0,0.166667,0,0,57.42857,3,0
ant,1.4,org.apache.tools.ant.util.GlobPatternMapper,5,1,0,2,15,0,1,1,4,0.5,137,1,0,0,0.9,0,0,25.2,1.8,0
ant,1.4,org.apache.tools.ant.Launcher$1,2,1,0,1,4,1,1,0,1,2,9,0,0,0,0.666667,0,0,3.5,0.5,0
ant,1.4,org.apache.tools.ant.types.DataType,10,2,7,14,24,19,10,4,5,0.666667,146,1,1,0.5,0.266667,0,0,13.3,1.2,0
ant,1.4,org.apache.tools.ant.taskdefs.Untar,5,3,0,9,43,0,0,9,5,0.666667,276,1,0,0.902439,0.533333,2,3,53.6,0.8,0
ant,1.4,org.apache.tools.ant.taskdefs.GUnzip,4,3,0,5,32,2,0,5,4,0.666667,215,1,0,0.925,0.75,1,1,52.25,0.75,0
ant,1.4,org.apache.tools.ant.DemuxOutputStream,7,2,0,2,18,11,1,1,4,0.633333,118,1,1,0.454545,0.357143,1,1,15.142858,1,0
ant,1.4,org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter$RmicFileNameMapper,4,1,0,4,35,4,1,4,3,0.666667,373,1,1,0,0.666667,0,0,92,4.25,0
ant,1.4,org.apache.tools.ant.taskdefs.condition.And,2,3,0,3,7,1,1,3,2,2,23,0,0,0.969697,1,0,0,10.5,0.5,1
ant,1.4,org.apache.tools.ant.taskdefs.Taskdef,2,6,0,4,4,1,1,3,1,2,11,0,0,0.987179,0.666667,0,0,4.5,0.5,0
ant,1.4,org.apache.tools.mail.SmtpResponseReader,5,1,0,1,18,0,1,0,3,0.5,96,1,0,0,0.533333,0,0,17.8,1,0
ant,1.4,org.apache.tools.ant.Task,20,2,40,100,28,158,96,6,16,0.877193,164,1,3,0.321429,0.258333,1,3,6.9,1.1,0
ant,1.4,org.apache.tools.ant.types.Reference,5,1,0,19,12,4,17,2,5,0.25,55,1,0,0,0.533333,0,0,9.8,0.6,0
ant,1.4,org.apache.tools.ant.taskdefs.Recorder,8,3,0,9,32,6,0,9,6,0.685714,201,1,0,0.860465,0.309524,1,1,23.5,1.5,1
ant,1.4,org.apache.tools.ant.types.Environment,3,1,1,6,9,0,4,2,3,0,47,1,0,0,0.666667,0,0,14.333333,0.666667,0
ant,1.4,org.apache.tools.ant.taskdefs.DependSet,6,4,0,8,34,0,0,8,6,0.6,493,1,0,0.939759,0.555556,1,1,80.5,0.833333,2
ant,1.4,org.apache.tools.ant.taskdefs.condition.ConditionBase,13,1,4,11,18,0,5,10,9,0.583333,78,1,1,0,0.161538,0,0,4.846154,0.923077,1
ant,1.4,org.apache.tools.ant.taskdefs.Execute$CommandLauncher,4,1,3,10,13,6,7,3,2,2,42,0,0,0,0.5,0,0,9.5,0.5,0
ant,1.4,org.apache.tools.ant.types.FilterSet$FiltersFile,2,1,0,1,4,0,1,1,2,0,14,1,1,0,0.666667,0,0,5.5,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.rmic.RmicAdapter,4,1,0,6,4,6,3,4,4,2,4,0,0,0,0.625,0,0,0,1,1
ant,1.4,org.apache.tools.ant.ProjectHelper$DataTypeHandler,5,3,0,9,23,0,2,7,5,0.25,136,1,3,0.857143,0.4,0,0,25.4,0.6,0
ant,1.4,org.apache.tools.ant.taskdefs.Jar,14,5,2,12,64,69,2,10,5,0.807692,531,1,2,0.905797,0.246032,2,7,36.642857,1.357143,0
ant,1.4,org.apache.tools.ant.taskdefs.CallTarget,8,3,0,8,28,0,0,8,6,0.678571,128,1,1,0.840909,0.5,2,4,14.5,1.375,1
ant,1.4,org.apache.tools.ant.taskdefs.Echo$EchoLevel,2,2,0,2,3,1,1,1,2,2,28,0,0,0.888889,1,1,1,13,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.Sleep,10,3,0,2,21,21,0,2,9,0.6,135,1,0,0.804348,0.4,1,1,12,0.9,0
ant,1.4,org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,5,1,0,4,13,0,0,4,5,0.5,65,1,0,0,0.8,0,0,11.6,1.2,0
ant,1.4,org.apache.tools.zip.ZipExtraField,6,1,0,5,6,15,4,1,6,2,6,0,0,0,0.444444,0,0,0,1,0
ant,1.4,org.apache.tools.ant.IntrospectionHelper$1,2,1,0,2,4,0,1,2,1,0.5,20,1,1,0,0.625,0,0,8,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.condition.ConditionBase$1,0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
ant,1.4,org.apache.tools.ant.types.Commandline$Marker,2,1,0,3,7,0,2,2,1,0,56,1,1,0,0.666667,0,0,25.5,2,0
ant,1.4,org.apache.tools.ant.taskdefs.JavacOutputStream,4,2,0,1,11,0,0,1,1,0.222222,68,1,1,0.625,0.5,1,1,15.25,1,0
ant,1.4,org.apache.tools.mail.MailPrintStream,5,4,0,1,9,10,1,0,3,0.75,81,0,0,0.924528,0.44,2,2,15,2,0
ant,1.4,org.apache.tools.ant.util.FileUtils,16,1,0,7,78,118,5,3,12,0.888889,745,0.666667,0,0,0.411111,0,0,45.375,3.125,0
ant,1.4,org.apache.tools.ant.taskdefs.GenerateKey$DistinguishedName,5,1,0,2,22,0,1,1,5,0.916667,130,1,0,0,0.6,0,0,24.4,1.6,0
ant,1.4,org.apache.tools.ant.util.RegexpPatternMapper,5,1,0,4,20,0,0,4,4,0.333333,144,1,1,0,0.9,0,0,27.2,2.2,0
ant,1.4,org.apache.tools.ant.taskdefs.Exec,10,3,0,6,41,21,1,6,7,0.793651,360,1,0,0.804348,0.45,0,0,34.3,1.1,0
ant,1.4,org.apache.tools.ant.types.FilterSet$Filter,6,1,0,2,7,3,2,0,6,0.6,34,0,0,0,0.75,0,0,4.333334,0.666667,0
ant,1.4,org.apache.tools.ant.ProjectHelper,19,1,0,24,81,147,17,8,7,0.861111,560,1,1,0,0.171296,0,0,28.157894,1,0
ant,1.4,org.apache.tools.ant.taskdefs.condition.Not,2,3,0,3,8,1,1,3,2,2,33,0,0,0.969697,1,0,0,15.5,0.5,1
ant,1.4,org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,11,1,8,22,86,15,8,14,4,0.728571,887,1,7,0,0.266667,0,0,77.72727,4.636363,1
ant,1.4,org.apache.tools.ant.taskdefs.Ant,13,3,0,10,78,8,1,9,9,0.75,502,0.714286,1,0.755102,0.384615,2,3,37.076923,2,3
ant,1.4,org.apache.tools.ant.taskdefs.Javadoc$PackageName,4,1,0,2,5,4,2,0,4,0.333333,18,1,0,0,0.625,0,0,3.25,0.75,0
ant,1.4,org.apache.tools.ant.taskdefs.compilers.Javac12,3,2,0,8,20,3,1,7,2,1,150,0,0,0.92,0.5,0,0,48,0.666667,0
ant,1.4,org.apache.tools.ant.types.Description,2,3,0,3,8,1,0,3,2,2,28,0,0,0.967742,0.75,0,0,13,1,1
ant,1.4,org.apache.tools.ant.types.EnumeratedAttribute,5,1,11,21,11,8,20,1,5,0.75,59,1,0,0,0.7,0,0,10.6,1.6,0
